State,City,Bedroom,Bathroom,Area,LotArea,Latitude,Longitude,ListedPrice
269243.76210526313,460141.34403649875,4.0,3.0,2526.0,0.25,33.12312,-87.54705,429900.0
269243.76210526313,425479.17227466294,3.0,1.0,1100.0,1.0,34.801434,-86.959984,162000.0
269243.76210526313,246603.95267041298,4.0,2.0,1680.0,0.2760999999999999,32.34567,-86.23511,129999.0
269243.76210526313,470062.3366711308,2.0,1.0,1316.0,0.1606,30.762444,-88.08054,95500.0
269243.76210526313,512539.9842610622,3.0,2.0,1408.0,0.61,32.98726,-87.21477,139900.0
269243.76210526313,513511.7514850108,3.0,2.0,1800.0,3.8600000000000003,33.857433,-87.262695,275000.0
269243.76210526313,308336.31624912564,3.0,3.0,1992.0,0.42,33.642715,-86.702225,220000.0
269243.76210526313,418339.3522194309,4.0,2.0,2241.0,0.3399999999999999,31.211576,-85.453156,280000.0
269243.76210526313,502359.5052822172,4.0,4.0,2755.0,0.259,30.64606,-87.88291,265000.0
269243.76210526313,418339.3522194309,3.0,1.0,1289.0,0.3399999999999999,31.275568,-85.43938,129900.0
269243.76210526313,429674.3958997085,3.0,2.0,1272.0,0.2299999999999999,34.825504,-87.6715,179900.0
269243.76210526313,246603.95267041298,3.0,2.0,1732.0,0.4298278420569329,32.34212,-86.30114,62000.0
269243.76210526313,308336.31624912564,3.0,2.0,1360.0,0.17,33.485176,-86.87472,59900.0
269243.76210526313,248876.69913145585,4.0,3.0,3723.0,0.1504,30.680508,-88.06529,729000.0
269243.76210526313,487932.25209875574,3.0,2.0,2032.0,1.65,30.847399,-88.13863,294999.0
269243.76210526313,519340.2408208295,4.0,5.0,2950.0,3.0,30.642878,-87.67365,495000.0
269243.76210526313,246603.95267041298,3.0,2.0,1000.0,0.19,32.303844,-86.34714,110000.0
269243.76210526313,383724.11564197246,3.0,2.0,1320.0,0.3,34.778187,-86.605255,205000.0
269243.76210526313,569655.0626207553,5.0,4.0,3479.0,0.475,30.504642,-87.87718,644900.0
